UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity,UUID
2.000591,101.59194963385096,-50.44824516914716,1998.936710269497,38.89832322017765,-86.86346546675992,281.2820484686272,66.52434710014035,0.0,9119faeb-834b-11ee-b955-cc153123845c
2.000652,78.11566319890143,39.15440636773167,1472.316110965139,38.904504056039634,-86.86798274262136,488.76579223371573,46.840365650217734,0.0,911a237b-834b-11ee-aa34-cc153123845c
2.000777,71.33511631826276,3.835247101468122,2657.9116881217124,38.91001084772036,-86.83989460321351,363.55005310223373,22.82064587480033,10.26560094905772,9119d466-834b-11ee-af22-cc153123845c
2.003173,102.75403465823766,-41.3474969056179,2454.5382851877284,38.89583887960316,-86.86185054497453,444.16912628017224,155.6488213185393,0.0,911a2389-834b-11ee-9919-cc153123845c
3.00079,78.08288778186245,39.17710110368898,1471.9077537260036,38.90451077211259,-86.868001267836,486.1791613596824,46.84521108248407,0.0,911a237b-834b-11ee-aa34-cc153123845c
3.000836,71.66992181503888,3.4176808429874317,2683.506137572321,38.91014782501844,-86.8397572499908,365.40594802010276,22.604643677694202,3.204889994821146,9119d466-834b-11ee-af22-cc153123845c
3.002386,101.57877116373486,-48.15495762204793,1998.3463025979659,38.89831737760982,-86.86346273672218,281.9257583081869,66.92055584759774,0.0,9119faeb-834b-11ee-b955-cc153123845c
3.005545,102.37019126090665,-43.73201073850629,2435.061290848913,38.89575162630084,-86.8621762174569,443.7834267347352,155.6205045056357,0.0,911a2389-834b-11ee-9919-cc153123845c
4.001055,71.7060401511218,3.2868267831056657,2757.0699007521816,38.91026012940289,-86.83951003805429,366.02434229899467,23.09413980200052,2.4080889884011203,9119d466-834b-11ee-af22-cc153123845c
4.002639,78.07210632118225,34.24455774686487,1469.5295618657553,38.90451844230966,-86.86799765713444,483.8306849836943,46.79524311185416,0.0,911a237b-834b-11ee-aa34-cc153123845c
4.003204,101.59063962700696,-47.95064854839811,1994.2549652156376,38.898317478178626,-86.86344032532637,281.04457905199956,66.35194894265936,0.0,9119faeb-834b-11ee-b955-cc153123845c
4.009093,102.17966187918746,-44.72219794117906,2415.0134347020526,38.89584387021766,-86.86253091716878,436.6194824175511,156.7102595188777,0.0,911a2389-834b-11ee-9919-cc153123845c
5.001372,71.7893780346663,3.1971478159569946,2822.4942562197143,38.91014711099541,-86.83900155222398,367.56333888944124,23.14010947412784,2.8082707345990947,9119d466-834b-11ee-af22-cc153123845c
5.003506,78.05786070465469,36.088766946536225,1469.793185391104,38.90452573681287,-86.86800002526364,481.24668222167855,46.78263936192707,0.0,911a237b-834b-11ee-aa34-cc153123845c
5.004646,101.58740895141645,-48.00861623170698,1995.3574474611369,38.898310825075185,-86.86346575298981,280.9977560917599,66.47056670280833,0.0,9119faeb-834b-11ee-b955-cc153123845c
5.011186,101.62431847813201,-46.75890601562939,2408.322316839768,38.895877673323874,-86.86307436466896,431.7505025541899,157.11197583936908,0.0,911a2389-834b-11ee-9919-cc153123845c
6.002826,71.59208491832486,2.9366957551900534,2860.1435081417585,38.91019068899191,-86.8385216456604,367.363831765988,23.622828581773863,5.62504211511156,9119d466-834b-11ee-af22-cc153123845c
6.003795,78.0106005937347,34.20903391774914,1469.3672048116105,38.904534598380145,-86.86801513048624,478.82386228509125,46.97552783650974,0.0,911a237b-834b-11ee-aa34-cc153123845c
6.004869,101.60528632029477,-45.77600825545302,1994.098678194272,38.89831188772851,-86.86345738788974,281.1883625471462,66.53502515251712,0.0,9119faeb-834b-11ee-b955-cc153123845c
6.014045,102.34540511602285,-47.81016912896463,2386.3402268447303,38.89583678405933,-86.86362051876246,430.9524233173879,158.1838046961541,0.0,911a2389-834b-11ee-9919-cc153123845c
7.004228,71.57528909816591,2.7814648589204864,2897.142846703944,38.91017544608793,-86.83841214701589,367.3598713046635,23.009714012411692,5.547309198599859,9119d466-834b-11ee-af22-cc153123845c
7.004707,77.98497838303344,32.666634847335445,1467.8273771632291,38.90453794737468,-86.86801151383601,477.4564654319471,46.82953592227612,0.0,911a237b-834b-11ee-aa34-cc153123845c
7.005487,101.5907014690851,-45.12964973875182,1990.6607484733963,38.898306273529506,-86.86344958197961,280.60171506684156,66.84585162773574,0.0,9119faeb-834b-11ee-b955-cc153123845c
7.016935,102.40738865189995,-45.37553969303197,2359.769635503516,38.89566379019603,-86.8637014858523,420.9012964092108,158.19452689705292,0.0,911a2389-834b-11ee-9919-cc153123845c
8.004887,71.47511966966675,2.60092313797012,2963.6998294230048,38.91014405320989,-86.83825350113727,367.30401964656437,23.232222025570714,4.833994856372534,9119d466-834b-11ee-af22-cc153123845c
8.005767,77.94626576296305,32.00481908390873,1467.5492313641878,38.90453687999112,-86.86802004462817,477.07395534899666,46.80504798034922,0.0,911a237b-834b-11ee-aa34-cc153123845c
8.00878,101.5979061101069,-44.67037846142651,1988.1573633914313,38.89830750352249,-86.86346183311025,281.6952019313534,66.78957869609167,0.0,9119faeb-834b-11ee-b955-cc153123845c
8.020014,101.79055467690497,-47.81774704590859,2349.7145319495594,38.89573217337708,-86.86433413161379,418.2728407465082,155.59738716278295,0.0,911a2389-834b-11ee-9919-cc153123845c
9.005251,71.60148629345288,2.5023978603016888,2966.006432853775,38.91011097916727,-86.83811082743063,367.4934293216081,22.52508484739932,4.654938501983207,9119d466-834b-11ee-af22-cc153123845c
9.006393,77.93501049290495,34.11899506350073,1468.2980177639347,38.9045358257577,-86.86802514345072,477.4068876295571,46.703702726134,0.0,911a237b-834b-11ee-aa34-cc153123845c
9.010468,101.59901468855757,-45.46342358297797,1988.8226303212073,38.898300466968,-86.86344027963271,280.03728626338864,66.4500063718766,0.0,9119faeb-834b-11ee-b955-cc153123845c
9.021177,101.82109338665877,-49.09279521089185,2333.5989160505105,38.895900029132726,-86.86462722970478,413.50936358561705,91.22116861454322,0.0,911a2389-834b-11ee-9919-cc153123845c
10.00565,71.4940871513443,2.383359260362034,3038.8796404772966,38.910111464652324,-86.83747972120912,367.49473096427363,22.978792706322803,5.025567834874783,9119d466-834b-11ee-af22-cc153123845c
10.00791,77.87468487617583,36.53676622409341,1467.2385864332612,38.90454703635376,-86.86803080121557,477.197843818445,46.77999961784452,0.0,911a237b-834b-11ee-aa34-cc153123845c
10.01079,101.60669689020673,-44.611512682806364,1988.716655963182,38.898300449229616,-86.86345925898723,281.04996173292807,66.78564307348923,0.0,9119faeb-834b-11ee-b955-cc153123845c
10.0235,102.32599545937497,-48.60051205352035,2318.5824868931873,38.89591365135023,-86.86470547910993,403.3591349798811,50.18067615744445,0.0,911a2389-834b-11ee-9919-cc153123845c
11.00702,71.40079567346606,2.2971561788865107,3095.2816106680043,38.91012425270298,-86.8373544633101,367.33577472265995,22.867448711134564,4.501882013431276,9119d466-834b-11ee-af22-cc153123845c
11.00886,77.88974397750792,36.10139090422183,1467.9646418542702,38.90454972257905,-86.86804872351546,477.59033069774995,46.8465816561068,0.0,911a237b-834b-11ee-aa34-cc153123845c
11.01187,101.59623290094208,-43.66213244913132,1985.0717669889577,38.89829889581771,-86.86344070232265,280.97641598979806,67.11700510270758,0.0,9119faeb-834b-11ee-b955-cc153123845c
11.02642,102.3182036685007,-51.042100589966395,2312.6031649976876,38.89591664293744,-86.8647010621618,409.0556629370024,93.28104172766669,0.0,911a2389-834b-11ee-9919-cc153123845c
12.00747,71.38953763073717,2.272023905486688,3132.2655799059426,38.91007446122404,-86.83685867230663,367.348290586223,22.59818813940842,4.281725775247292,9119d467-834b-11ee-b3d3-cc153123845c
12.01039,77.8697922941522,33.13075436936913,1468.609838790907,38.9045497049167,-86.86804930121606,477.0882459855442,46.74631229449183,0.0,911a237c-834b-11ee-b431-cc153123845c
12.01345,101.60851150935183,-40.52662817751168,1984.1205798133701,38.898296833132626,-86.86342830411829,280.99280816009264,66.74977402839396,0.0,9119faec-834b-11ee-9273-cc153123845c
12.02876,102.33300015874502,-53.226476717858816,2335.6949011617207,38.89577923560511,-86.86432241305279,397.57820341587035,104.53243636232855,0.0,911a238a-834b-11ee-aadf-cc153123845c
13.00823,71.39527428923387,2.2706938286760914,3173.5213266054548,38.91010263416479,-86.83653127989898,368.0576913674406,22.813357489428906,3.894389139613857,9119d467-834b-11ee-b3d3-cc153123845c
13.01124,77.85089792839818,36.19473168403101,1467.7074067225733,38.904560273567135,-86.86806348986023,475.8862055921044,46.81703136035381,0.0,911a237c-834b-11ee-b431-cc153123845c
13.01357,101.61075759705882,-42.105761235382104,1981.480767090773,38.898293697370754,-86.8634418912795,279.74145310625204,66.89105155924676,0.0,9119faec-834b-11ee-9273-cc153123845c
13.02939,101.6795334469836,-56.849657110857095,2321.9752368932745,38.895904514120964,-86.8642316328952,393.803058975554,53.44929310428785,0.0,911a238a-834b-11ee-aadf-cc153123845c
