UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity
2.000326,286.3807,27.55101,1438.541,-1223.639,359.6896,665.38,30,28.14341
3.001289,286.2204,28.14444,1410.612,-1194.312,347.4418,665.38,30,27.90173
4.002478,286.0313,28.76064,1382.891,-1165.149,334.7905,665.38,30,27.68876
5.004005,285.7967,29.39965,1355.433,-1136.279,321.4627,665.38,30,27.41589
6.004854,285.5068,30.06089,1328.316,-1107.8,307.361,665.38,30,27.09445
7.006487,285.1863,30.7482,1301.436,-1079.425,292.9966,665.38,30,26.83557
8.007414,284.8414,31.46238,1274.824,-1051.126,278.5321,665.38,30,26.58729
9.007778,284.4733,32.20512,1248.48,-1022.87,264.0245,665.38,30,26.33417
10.00923,284.0807,32.97925,1222.372,-994.599,249.4702,665.38,30,26.07064
11.01033,283.659,33.78482,1196.564,-966.3762,234.8452,665.38,30,25.77937
12.012,283.1496,34.61664,1171.273,-938.6495,219.2874,665.38,30,25.24902
13.01255,282.3365,35.43133,1147.747,-913.603,199.8076,665.38,30,23.51257
14.01331,281.2508,36.21381,1126.235,-891.2043,177.2847,665.38,30,21.49606
15.01369,279.9633,36.96475,1106.526,-870.7869,152.9674,665.38,30,19.70195
16.01482,278.4724,37.66821,1088.845,-852.4835,126.9847,665.38,30,17.66056
17.01493,276.8274,38.32915,1072.885,-835.6682,100.0525,665.38,30,15.95836
18.01574,275.0102,38.92158,1059.09,-820.8311,71.96106,665.38,30,13.78344
19.01638,273.0234,39.41537,1047.945,-808.4771,42.70144,665.38,30,11.13811
20.01766,270.9034,39.8076,1039.313,-798.2993,12.58775,665.38,30,8.621513
21.0181,268.6908,40.10088,1032.982,-789.9335,-18.05292,665.38,30,6.328058
22.01842,266.412,40.28881,1028.979,-783.3615,-49.1208,665.38,30,4.001133
23.01878,264.0948,40.35478,1027.584,-778.9149,-80.56396,665.38,30,1.394525
24.01916,261.7764,40.29688,1028.808,-776.6075,-112.2373,665.38,30,-1.223654
25.01925,259.4919,40.12362,1032.495,-776.2624,-143.9859,665.38,30,-3.68607
26.0206,257.2646,39.84901,1038.412,-777.6131,-175.7483,665.38,30,-5.909534
27.02064,255.1072,39.50468,1045.963,-779.9268,-207.4169,665.38,30,-7.550121
28.02068,253.0074,39.12343,1054.497,-782.3517,-239.0777,665.38,30,-8.533405
29.02277,250.9599,38.71389,1063.873,-784.7023,-270.8088,665.38,30,-9.356854
30.02401,248.9641,38.28945,1073.826,-786.6656,-302.5392,665.3799,30,-9.941164
31.02556,247.0163,37.85331,1084.313,-788.1912,-334.3036,665.38,30,-10.4703
32.02571,245.1203,37.40743,1095.314,-789.301,-366.041,665.38,30,-10.99926
33.02732,243.2782,36.94561,1107.017,-790.2455,-397.8297,665.38,30,-11.6845
34.02809,241.4984,36.46783,1119.469,-791.157,-429.5925,665.38,30,-12.44167
35.02925,239.7798,35.9755,1132.679,-792.0675,-461.3676,665.38,30,-13.19516
36.03054,238.1227,35.47153,1146.617,-792.973,-493.1469,665.38,30,-13.92011
37.03156,236.5221,34.96191,1161.158,-793.7343,-524.9213,665.38,30,-14.52582
38.03211,234.9512,34.46569,1175.765,-793.5929,-556.6884,665.38,30,-14.59881
39.0326,233.4159,33.97698,1190.603,-792.8026,-588.4462,665.38,30,-14.83109
40.03362,231.9495,33.47375,1206.371,-792.4137,-620.2268,665.38,30,-15.75226
41.03437,230.5335,32.97049,1222.66,-791.8765,-651.9957,665.38,30,-16.27656
42.03532,229.1475,32.4211,1238.334,-790.6721,-683.7556,663.9174,30.37758,-15.65887
43.03636,227.8118,31.81255,1253.792,-789.4335,-715.5177,660.9264,30.05035,-15.4422
44.03721,226.5266,31.27936,1270.848,-788.1934,-747.2739,659.8384,30.00668,-17.04117
45.03848,225.2894,30.77462,1288.824,-786.9528,-779.043,659.4425,30.00089,-17.95365
46.03857,224.1007,30.28291,1307.431,-785.7137,-810.775,659.2985,30.00012,-18.60562
47.03936,222.9564,29.7981,1326.597,-784.4737,-842.5295,659.2461,30.00002,-19.1507
48.0397,221.8563,29.40477,1347.377,-783.2343,-874.2692,661.5301,30.06476,-20.77273
49.04023,220.7979,28.97624,1368.075,-781.9946,-906.0151,662.7596,30.00826,-20.68718
50.0409,219.7797,28.52435,1388.822,-780.7548,-937.7656,663.2072,30.00109,-20.73277
51.04246,218.7993,28.0681,1409.864,-779.5138,-969.5441,663.3702,30.00014,-21.00989
