UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity
2.002523,134.5176,32.91097,1485.271,889.09,-874.2424,-807,10,-7.951335
3.002946,134.2452,32.72827,1492.633,899.5104,-876.1187,-807,10,-7.358579
4.003999,133.9734,32.54764,1499.998,909.9523,-877.9132,-807,10,-7.35761
5.004323,133.7054,32.36832,1507.397,920.3866,-879.7079,-807,9.999999,-7.396895
6.005041,133.4415,32.19003,1514.842,930.8221,-881.5135,-807,10,-7.438998
7.00595,133.1812,32.01288,1522.326,941.2595,-883.322,-807,10,-7.477571
8.006065,132.9262,31.83665,1529.86,951.6824,-885.1683,-807,10,-7.533071
9.006911,132.6761,31.66101,1537.458,962.1046,-887.0632,-807,10,-7.591237
10.007,132.4312,31.48634,1545.103,972.5114,-888.9971,-807,10,-7.644787
11.00802,132.19,31.31261,1552.798,982.9255,-890.9487,-807,10,-7.686993
12.00813,131.9525,31.14024,1560.522,993.3282,-892.9055,-807,10,-7.723649
13.00814,131.7181,30.96918,1568.278,1003.73,-894.8597,-807,10,-7.756038
14.00838,131.4841,30.8001,1576.035,1014.148,-896.7394,-807,10,-7.755081
15.00904,131.2498,30.63303,1583.789,1024.586,-898.5337,-807,10,-7.748967
16.01024,131.0164,30.4677,1591.551,1035.04,-900.2656,-807,10,-7.751987
17.01085,130.7833,30.3044,1599.306,1045.5,-901.9206,-807,10,-7.750819
18.01146,130.5511,30.14285,1607.065,1055.97,-903.514,-807,10,-7.75438
19.01284,130.3211,29.98248,1614.856,1066.452,-905.0912,-807,10,-7.779591
20.01433,130.0913,29.82395,1622.643,1076.945,-906.5925,-807,9.999999,-7.775476
21.01536,129.8616,29.66745,1630.418,1087.445,-908.0067,-807,10,-7.767062
22.0182,129.6332,29.5121,1638.221,1097.967,-909.3887,-807,10,-7.781148
23.01942,129.4072,29.35828,1646.035,1108.478,-910.7461,-807,10,-7.803891
24.01945,129.1826,29.20616,1653.846,1118.981,-912.0523,-807,10,-7.811443
25.02034,128.9593,29.05532,1661.677,1129.498,-913.3217,-806.9999,9.999999,-7.823981
26.0205,128.7364,28.90631,1669.498,1140.016,-914.5146,-807,10,-7.81956
27.02053,128.5129,28.75926,1677.3,1150.544,-915.6069,-807,10,-7.801956
28.02128,128.2895,28.61374,1685.104,1161.087,-916.6257,-807,10,-7.797546
29.02205,128.0664,28.46984,1692.903,1171.637,-917.5717,-807,10,-7.793438
30.0231,127.8412,28.32813,1700.664,1182.202,-918.3724,-807,10,-7.753153
31.02365,127.6164,28.18808,1708.416,1192.767,-919.0991,-807,10,-7.747446
32.02421,127.392,28.04956,1716.162,1203.337,-919.753,-807,10,-7.742035
33.03056,127.1654,27.91212,1723.929,1213.973,-920.2997,-807,9.999999,-7.717759
34.03097,126.9391,27.77732,1731.624,1224.554,-920.7287,-807,10,-7.691731
35.03132,126.713,27.64409,1739.307,1235.135,-921.0774,-807,9.999999,-7.680571
36.03138,126.4857,27.51278,1746.956,1245.716,-921.3018,-807,10,-7.648188
37.03251,126.2541,27.38406,1754.528,1256.312,-921.304,-807,10,-7.563766
38.03402,126.0232,27.25652,1762.105,1266.911,-921.2493,-807,10,-7.565199
39.03402,125.7924,27.1307,1769.652,1277.495,-921.1008,-807,9.999999,-7.547225
40.0341,125.5609,27.00652,1777.173,1288.078,-920.8427,-807,10,-7.520289
41.03538,125.3264,26.88445,1784.638,1298.666,-920.4066,-807,9.999999,-7.45506
42.03555,125.0931,26.76367,1792.093,1309.239,-919.9137,-807,9.999999,-7.454282
43.03588,124.8603,26.64407,1799.545,1319.812,-919.353,-807,10,-7.449355
44.03859,124.6263,26.5257,1806.99,1330.406,-918.6857,-807,10,-7.424604
45.03907,124.3943,26.40849,1814.429,1340.971,-917.9873,-807,10,-7.435906
46.04005,124.1609,26.293,1821.829,1351.533,-917.1536,-807,9.999999,-7.392408
47.04065,123.9259,26.17938,1829.173,1362.077,-916.1725,-807,10,-7.340065
48.04207,123.6913,26.06676,1836.52,1372.625,-915.1266,-807.0001,9.999999,-7.335976
49.04253,123.4565,25.9557,1843.829,1383.15,-913.9768,-807,10,-7.306477
50.04283,123.2227,25.84556,1851.144,1393.67,-912.7805,-807.0001,9.999999,-7.311993
51.04318,122.9902,25.73621,1858.469,1404.186,-911.5488,-807,10,-7.323009
52.0442,122.7584,25.62778,1865.797,1414.701,-910.2585,-807,10,-7.320039
