UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity
2.002065,91.74485,22.95869,4122.364,3794.056,-115.578,1608,30,25.66933
3.002782,91.97666,23.11062,4096.737,3765.727,-129.9666,1608,30,25.6086
4.003737,92.20968,23.2646,4071.113,3737.312,-144.2055,1608,30,25.60004
5.004243,92.44795,23.41973,4045.651,3708.973,-158.5619,1608,30,25.44929
6.004699,92.69175,23.57605,4020.343,3680.699,-173.0463,1608,30,25.29653
7.006036,92.93958,23.73407,3995.107,3652.402,-187.5529,1608,30,25.20143
8.009233,93.19126,23.89408,3969.908,3624.042,-202.0612,1608,30,25.11917
9.009871,93.42297,24.05995,3944.152,3595.057,-215.0321,1608,30,25.73942
10.01038,93.62399,24.23387,3917.536,3565.17,-225.7998,1608,30,26.60293
11.01064,93.8258,24.41027,3890.94,3535.231,-236.4091,1608,30,26.58854
12.0111,94.03097,24.58888,3864.416,3505.286,-247.0173,1608,30,26.51184
13.01249,94.23975,24.76983,3837.947,3475.313,-257.6355,1608,30,26.43232
14.01331,94.45193,24.95288,3811.575,3445.356,-268.2474,1608,30,26.3508
15.01406,94.66769,25.13818,3785.287,3415.402,-278.8588,1608,30,26.26783
16.01464,94.8871,25.32569,3759.089,3385.453,-289.4682,1608,30,26.18292
