UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity
2.001603,316.9105,25.38115,5069.547,-3128.927,3344.876,2173,30,27.95396
3.002694,316.8181,25.53178,5041.627,-3113.155,3317.279,2173,30,27.89001
4.003756,316.7258,25.68414,5013.733,-3097.295,3289.735,2173,30,27.86445
5.004493,316.6322,25.83809,4985.894,-3081.438,3262.199,2173,30,27.81886
6.005612,316.5743,25.93312,4968.883,-3071.735,3245.353,2173,11.14806,16.99173
7.005852,316.5532,25.96773,4962.719,-3068.217,3239.244,2173,4.059791,6.162096
8.009368,316.5455,25.98037,4960.472,-3066.934,3237.016,2173,1.478454,2.239197
9.010539,316.5427,25.98495,4959.658,-3066.47,3236.208,2173,0.5384089,0.8130124
10.01093,316.5004,26.05417,4947.399,-3059.467,3224.049,2173,30,12.25403
11.01156,316.4037,26.21211,4919.677,-3043.613,3196.517,2173,30,27.70452
12.01318,316.3055,26.37196,4891.978,-3027.742,3168.958,2173,30,27.65504
13.01404,316.206,26.53342,4864.349,-3011.884,3141.419,2173,30,27.605
14.01517,316.1081,26.69699,4836.714,-2995.817,3113.992,2173,30,27.60369
15.01591,316.0233,26.8636,4808.927,-2978.812,3087.156,2173,30,27.76609
16.01602,315.9614,27.03372,4780.924,-2960.303,3061.357,2173,30,28.00036
17.01646,315.9241,27.20708,4752.763,-2940.287,3036.698,2173,30,28.14828
18.01747,315.9115,27.38321,4724.534,-2918.854,3013.235,2173,30,28.20097
19.01784,315.9211,27.56139,4696.361,-2896.258,2990.915,2173,30,28.162
20.01817,315.954,27.74123,4668.307,-2872.524,2969.81,2173,30,28.04479
21.01906,316.0059,27.92262,4640.399,-2847.912,2949.708,2173,30,27.88302
22.01945,316.0715,28.10536,4612.664,-2822.739,2930.338,2173,30,27.725
23.02005,316.1451,28.27635,4587.053,-2798.842,2913.007,2173,20.85407,25.59541
24.02074,316.1796,28.35369,4575.575,-2788.056,2905.288,2173,7.594426,11.47018
25.02213,316.1922,28.38194,4571.397,-2784.129,2902.477,2173,2.765662,4.171452
26.02225,316.1969,28.39223,4569.879,-2782.701,2901.455,2173,1.007172,1.517878
27.02274,316.1985,28.39597,4569.327,-2782.181,2901.083,2173,0.3667817,0.552466
28.023,316.1992,28.39734,4569.126,-2781.992,2900.949,2173,0.1335709,0.2001428
29.02386,316.1994,28.39783,4569.053,-2781.924,2900.899,2173,0.04864251,0.07317902
30.02415,316.2093,28.41865,4565.984,-2779.008,2898.862,2173,27.18068,3.067975
31.02547,316.2932,28.60548,4538.659,-2753.27,2880.451,2173,30,27.28951
32.02665,316.3645,28.79644,4511.114,-2728.016,2861.145,2173,30,27.512
33.02814,316.4248,28.9905,4483.513,-2703.272,2841.176,2173,30,27.5605
34.02884,316.4433,29.18821,4455.792,-2680.496,2819.059,2173,30,27.70129
35.02958,316.4155,29.38833,4428.129,-2659.998,2794.783,2173,30,27.64221
36.03098,316.3808,29.59095,4400.526,-2639.813,2770.215,2173,30,27.56432
37.03195,316.3455,29.79602,4372.992,-2619.64,2745.655,2173,30,27.50753
38.03228,316.3096,30.00355,4345.534,-2599.48,2721.111,2173,30,27.44915
39.03311,316.2731,30.2138,4318.121,-2579.309,2696.554,2173,30,27.39034
40.03389,316.2359,30.42672,4290.77,-2559.14,2671.999,2173,30,27.33028
41.03524,316.1982,30.64248,4263.463,-2538.958,2647.429,2173,30,27.26908
