UpdateTime,Position_lat_,Position_lon_,Position_altMSL_,Speed,UUID,Range,AZ,EL,RadialVelocity
20000,40.4290544079519,-86.9292986951065,628.76404505483,0.0,da7e6af6-d51a-11ee-a0c9-cc153123845c,4385.000979572556,53.74725963219358,-0.5275701609781799,0.020196228539302766
20000,40.4289503896504,-86.92934136449296,674.6958050548299,0.25000041440000004,dc06c2d1-d51a-11ee-9c35-cc153123845c,2626.45301131357,71.73029710197795,-0.013466426559456042,0.32729513175922154
20000,40.4295322681525,-86.9293197153588,642.09219705614,0.0,dc1751b6-d51a-11ee-8418-cc153123845c,4447.141242902649,38.97193069784917,0.6901457034859555,0.1426760662662433
20000,40.428991996970986,-86.92932429673843,656.3231010548302,0.15000024864,db47f797-d51a-11ee-a36e-cc153123845c,1129.7507692568408,14.202287800131744,-1.3738678386007346,0.19637707980540536
20000,40.4295322681525,-86.9293197153588,642.09219705614,0.0,db56d693-d51a-11ee-9396-cc153123845c,3845.563464613757,50.07593049147533,0.1819437589904318,0.08560564084605456
20000,40.4290544079519,-86.9292986951065,628.76404505483,0.0,db3f2ef5-d51a-11ee-a40d-cc153123845c,1122.2096918979128,14.149063659429048,0.024093610172837083,0.06058868491252043
20000,40.42939737597529,-86.92943273791067,645.0449530561401,0.0,dba5fa78-d51a-11ee-9fa4-cc153123845c,3863.0853100596287,50.03167692303066,0.1373242123501351,0.1765622116926716
20000,40.4295726032647,-86.929753524108,656.98012994725,10.920018100992001,dbcc51ec-d51a-11ee-be57-cc153123845c,3148.260131615893,57.32284398270257,0.1747646189895841,13.522941253218772
20000,40.4295726032647,-86.929753524108,656.98012994725,3.640006033664,db0cc95b-d51a-11ee-822b-cc153123845c,1843.902008008411,83.653767222144,-5.39830891219858,4.5076470816867875
20000,40.429307447857305,-86.92950808627893,647.01345705614,0.0,dc671a0c-d51a-11ee-af70-cc153123845c,4476.72267086156,38.97849218811344,0.6225957764098554,0.29427035529188117
20000,40.4290544079519,-86.9292986951065,628.76404505483,0.0,dbfe853a-d51a-11ee-8dc1-cc153123845c,2618.9547281801406,71.89421321017413,0.9914095090560697,0.10098114146696476
20000,40.4295322681525,-86.9293197153588,642.09219705614,0.0,da9822f7-d51a-11ee-8fa6-cc153123845c,2863.0414991513585,277.18934640182,1.8126223182134524,0.028535212646260053
