UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity
2.001195,239.6719,11.14686,6372.704,-5396.818,-3157.195,-1232,10,5.230939
3.002369,239.5943,11.15796,6366.455,-5387.044,-3161.277,-1232,10,6.242188
4.002599,239.5223,11.17034,6359.483,-5376.943,-3164.441,-1232,9.999999,6.96959
5.003134,239.4512,11.18299,6352.384,-5366.782,-3167.43,-1232,9.999999,7.095324
6.005864,239.3799,11.19567,6345.274,-5356.598,-3170.417,-1232,10,7.090503
7.00668,239.3086,11.20834,6338.188,-5346.433,-3173.398,-1232,10,7.080642
8.007073,239.2533,11.223,6330.009,-5336.205,-3174.289,-1232,10,8.175503
9.008491,239.1807,11.26122,6325.646,-5327.796,-3178.434,-1235.289,10,4.357106
10.00893,239.0949,11.27709,6322.043,-5319.703,-3184.422,-1236.302,10.00748,3.601458
11.01445,239.0294,11.29339,6314.295,-5309.247,-3186.406,-1236.547,10.00099,7.705029
12.01557,238.9652,11.29456,6306.149,-5298.804,-3188.224,-1235.08,10.97392,8.136829
13.01583,238.9028,11.28388,6297.586,-5288.333,-3189.777,-1232.25,10.13455,8.561318
14.01585,238.8418,11.28948,6289.245,-5277.834,-3191.108,-1231.221,10.01795,8.340646
15.01707,238.7842,11.30148,6280.748,-5267.273,-3191.966,-1230.846,10.00238,8.486675
16.01795,238.732,11.31571,6272.241,-5256.975,-3192.27,-1230.709,10.00032,8.499331
17.01926,238.6789,11.33129,6263.483,-5246.39,-3192.506,-1230.659,10.00004,8.746832
18.02,238.6251,11.3471,6254.775,-5235.811,-3192.808,-1230.641,10.00001,8.70164
19.02065,238.57,11.36294,6246.146,-5225.232,-3193.247,-1230.634,10,8.623302
20.02258,238.5136,11.3787,6237.587,-5214.641,-3193.83,-1230.633,10,8.542548
21.02315,238.456,11.39435,6229.133,-5204.076,-3194.563,-1230.633,10,8.449272
22.02585,238.3974,11.40999,6220.722,-5193.501,-3195.383,-1230.633,10,8.38803
23.02625,238.3381,11.4255,6212.387,-5182.95,-3196.299,-1230.633,10,8.331638
24.02657,238.2783,11.44102,6204.078,-5172.399,-3197.25,-1230.633,10,8.30644
25.02679,238.2183,11.47313,6196.142,-5161.851,-3198.203,-1232.467,10,7.934266
26.0275,238.1581,11.52653,6188.676,-5151.296,-3199.156,-1236.632,10.08188,7.460979
27.02766,238.0978,11.50032,6179.47,-5140.747,-3200.108,-1232.023,10,9.204133
28.02903,238.0372,11.47607,6170.308,-5130.186,-3201.061,-1227.637,10.00682,9.150033
29.02987,237.9925,11.49087,6161.302,-5119.933,-3200.22,-1227.405,10.0009,8.998288
30.03082,237.9411,11.50155,6155.229,-5111.822,-3201.532,-1227.32,2.180993,6.067027
31.03219,237.896,11.50905,6151.13,-5105.761,-3203.337,-1227.289,10.00002,4.093499
32.03262,237.8342,11.5245,6142.932,-5095.223,-3204.388,-1227.278,10,8.194688
33.0333,237.7733,11.54024,6134.653,-5084.669,-3205.293,-1227.273,10,8.273235
34.03415,237.7123,11.55602,6126.379,-5074.113,-3206.197,-1227.273,10,8.266356
35.03548,237.6511,11.57187,6118.109,-5063.553,-3207.101,-1227.273,9.999999,8.259035
36.03574,237.5897,11.58772,6109.855,-5053.003,-3208.005,-1227.273,9.999999,8.251761
37.03687,237.5282,11.60359,6101.602,-5042.444,-3208.909,-1227.273,9.999999,8.244659
38.03728,237.4664,11.61952,6093.361,-5031.893,-3209.813,-1227.273,9.999999,8.237313
39.03827,237.4045,11.63545,6085.123,-5021.335,-3210.717,-1227.273,9.999999,8.230086
40.03892,237.3126,11.64258,6081.455,-5013.023,-3216.751,-1227.273,9.999999,3.665608
41.03893,237.26,11.65606,6074.51,-5004.108,-3217.51,-1227.273,10,6.944733
42.03916,237.2208,11.67433,6065.14,-4993.857,-3215.76,-1227.273,10,9.367944
43.03951,237.1686,11.69049,6056.884,-4983.843,-3215.736,-1227.273,10,8.252502
44.04198,237.1217,11.70095,6051.534,-4976.62,-3216.849,-1227.273,9.965943,5.336908
45.043,237.0584,11.71697,6043.382,-4966.079,-3217.813,-1227.273,10,8.144091
46.04436,236.9954,11.73309,6035.188,-4955.518,-3218.718,-1227.273,10,8.182197
47.0457,236.9322,11.74927,6027.003,-4944.957,-3219.622,-1227.273,9.999999,8.174552
48.04653,236.8688,11.76544,6018.829,-4934.401,-3220.526,-1227.273,9.999999,8.167104
