UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity
2.000553,317.6837,25.30698,5083.422,-3093.845,3398.143,2173,30,12.00248
3.000844,318.038,25.37586,5070.535,-3063.235,3406.609,2173,30,12.88346
4.002452,318.394,25.44513,5057.644,-3032.533,3414.905,2173,30,12.86994
5.003791,318.7544,25.51208,5045.259,-3001.95,3423.596,2173,30,12.3682
6.004488,319.1171,25.57808,5033.114,-2971.407,3432.354,2173,30,12.13657
7.005997,319.4825,25.64341,5021.155,-2940.844,3441.149,2173,30,11.94096
8.006085,319.8495,25.70803,5009.39,-2910.323,3449.939,2173,30,11.7641
9.006086,320.2186,25.77202,4997.8,-2879.806,3458.728,2173,30,11.58984
10.00661,320.5894,25.83584,4986.299,-2849.249,3467.423,2173,30,11.49547
11.01232,320.9619,25.90149,4974.53,-2818.411,3475.712,2173,30,11.70226
12.01304,321.3335,25.96716,4962.82,-2787.669,3483.756,2173,30,11.70145
13.01353,321.7073,26.0322,4951.282,-2756.929,3491.792,2173,30,11.53201
14.01511,322.0836,26.09665,4939.909,-2726.156,3499.835,2173,30,11.35562
15.01528,322.4612,26.16054,4928.694,-2695.419,3507.823,2173,30,11.21246
16.01667,322.8414,26.22386,4917.632,-2664.638,3515.805,2173,30,11.04659
17.01799,323.2232,26.28683,4906.688,-2633.843,3523.709,2173,30,10.92993
18.01878,323.6057,26.35031,4895.708,-2602.998,3531.349,2173,30,10.97131
19.01922,323.9897,26.41344,4884.844,-2572.143,3538.906,2173,30,10.85895
20.01991,324.3759,26.47589,4874.151,-2541.275,3546.455,2173,30,10.68596
21.0207,324.7638,26.53791,4863.584,-2510.391,3553.935,2173,30,10.55856
22.02425,325.1548,26.59946,4853.146,-2479.41,3561.408,2173,30,10.40056
23.0252,325.5461,26.6608,4842.795,-2448.478,3568.71,2173,30,10.34176
24.02589,325.9373,26.72349,4832.27,-2417.457,3575.584,2173,30,10.51762
25.02721,326.3289,26.78743,4821.584,-2386.33,3582.063,2173,30,10.67195
26.02862,326.7216,26.85164,4810.907,-2355.156,3588.334,2173,30,10.66182
27.02911,327.1134,26.91772,4799.978,-2323.91,3594.064,2173,30,10.92433
28.03006,327.5051,26.98552,4788.819,-2292.563,3599.308,2173,30,11.14754
29.03086,327.8983,27.05316,4777.744,-2261.2,3604.426,2173,30,11.06687
30.03217,328.291,27.12296,4766.379,-2229.735,3608.978,2173,30,11.34986
31.03329,328.6809,27.19658,4754.457,-2198.158,3612.622,2173,30,11.90849
32.03432,329.0697,27.27257,4742.22,-2166.518,3615.65,2173,30,12.22423
33.03555,329.4579,27.35064,4729.724,-2134.824,3618.132,2173,30,12.48128
34.03671,329.8454,27.43079,4716.973,-2103.096,3620.068,2173,30,12.73575
35.03725,330.2323,27.51258,4704.041,-2071.361,3621.537,2173,30,12.92569
36.03864,330.6185,27.59687,4690.795,-2039.578,3622.396,2173,30,13.22721
37.0398,331.0031,27.68376,4677.232,-2007.79,3622.616,2173,30,13.54669
38.04099,331.3882,27.77193,4663.559,-1976.002,3622.467,2173,30,13.65717
39.04106,331.7751,27.85991,4650.005,-1944.249,3622.225,2173,30,13.55268
40.04117,332.1648,27.94733,4636.627,-1912.495,3621.981,2173,30,13.37643
