time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
676200,2024-02-04 17:25:52,40.4290088621352,-86.9293102128234,0,Available with any HD 360 subscription,Available with any HD 360 subscription,622.90373876494,0,0,0,0,32,5,0,622.90373876494,0,0,0,0,0,0,353.6, -6.9, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,"Gimbal stuck Gimbal stuck. Check whether gimbal cover is removed and make sure gimbal can rotate freely on all three axes (Code: 40028). Remote ID functionality normal (Code: 30331)"
676300,2024-02-04 17:25:52,40.4290088911802,-86.929310217674,0,,,622.90373876494,0,0,0.0106823166148,0.0106823166148,32,5,0,622.90373876494,0,0,0.0106823166148,0,0,0,353.6, -6.9, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,
676400,2024-02-04 17:25:52,40.4290088960981,-86.9293102181804,0,,,622.90373876494,0,0,0.01248031536,0.012482119822,32,5,0,622.90373876494,0,0,0.01248031536,0,0,0,353.6, -6.8, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,"Aircraft in Warning Zone (Class D Airspace). Fly with caution"
676500,2024-02-04 17:25:53,40.4290089010322,-86.9293102213203,0,,,622.90373876494,0,0,0.0143864177832,0.0144824151616,32,5,0,622.90373876494,0,0,0.0143864177832,0,0,0,353.6, -6.8, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,
676600,2024-02-04 17:25:53,40.4290089030385,-86.9293102238694,0,,,622.90373876494,0,0,0.015235564792,0.0155007550892,32,5,0,622.90373876494,0,0,0.015235564792,0,0,0,353.7, -6.8, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,
676700,2024-02-04 17:25:53,40.4290089040221,-86.9293102236752,0,,,622.90373876494,0,0,0.0155767393436,0.0158636159932,32,5,0,622.90373876494,0,0,0.0155767393436,0,0,0,353.7, -6.8, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,
676800,2024-02-04 17:25:53,40.4290088994071,-86.9293102153162,0,,,622.90373876494,0,0,0.0136162077848,0.0187314966624,32,5,0,622.90373876494,0,0,0.0155767393436,0,0,0,353.7, -6.8, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,
676900,2024-02-04 17:25:53,40.4290088995862,-86.9293102164388,0,,,622.90373876494,0,0,0.0137008206484,0.019050033418,32,5,0,622.90373876494,0,0,0.0155767393436,0,0,0,353.7, -6.9, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 3. Setting new Maximum Flight Altitude to 120m (394 ft)"
677000,2024-02-04 17:25:53,40.4290089005274,-86.9293102187009,0,,,622.90373876494,0,0,3.3506890836,0.0197660111312,32,5,0,622.90373876494,0,0,3.3506890836,0,0,0,353.7, -6.8, -1.8,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,
677100,2024-02-04 17:25:53,40.4290089013677,-86.9293102214919,0,,,622.90373876494,0,0,3.3515092936,0.02059957415,32,5,0,622.90373876494,0,0,3.3515092936,0,0,0,353.7, -6.8, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,350.6,-0.2,0,62,3.834,3.834,0,0,0,0,0,73.04,622.90373876494,0,41,Motors_Started,
