time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
214500,2024-02-04 17:14:18,40.4290052811804,-86.9292737358355,0,Available with any HD 360 subscription,Available with any HD 360 subscription,622.85853305483,0,0,0,0,26,5,0,622.85853305483,0,0,0,0,0,0,5.5, -9.2, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,"Gimbal stuck Gimbal stuck. Check whether gimbal cover is removed and make sure gimbal can rotate freely on all three axes (Code: 40028). Remote ID functionality normal (Code: 30331)"
214600,2024-02-04 17:14:18,40.4290052802359,-86.9292737459037,0,,,622.85853305483,0,0,0.00281737541824,0.00281737541824,26,5,0,622.85853305483,0,0,0.00281737541824,0,0,0,5.5, -9.3, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,
214700,2024-02-04 17:14:18,40.4290052804117,-86.9292737796591,0,,,622.85853305483,0,0,0.0121742457964,0.0121923888416,26,5,0,622.85853305483,0,0,0.0121742457964,0,0,0,5.5, -9.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,"Aircraft in Warning Zone (Class D Airspace). Fly with caution"
214800,2024-02-04 17:14:18,40.4290052843135,-86.9292737876995,0,,,622.85853305483,0,0,0.0144493442944,0.0148405844644,26,5,0,622.85853305483,0,0,0.0144493442944,0,0,0,5.6, -9.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,
214900,2024-02-04 17:14:18,40.4290052820369,-86.9292737952869,0,,,622.85853305483,0,0,0.0165142393736,0.0171056107836,26,5,0,622.85853305483,0,0,0.0165142393736,0,0,0,5.5, -9.2, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,
215000,2024-02-04 17:14:18,40.4290053308772,-86.9292738002866,0,,,622.85853305483,0,0,0.0254787737812,0.034979003744,26,5,0,622.85853305483,0,0,0.0254787737812,0,0,0,5.6, -9.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,
215100,2024-02-04 17:14:19,40.4290054513332,-86.9292738160543,0,,,622.85853305483,0,0,0.065956695024,0.079145015656,26,5,0,622.85853305483,0,0,0.065956695024,0,0,0,5.6, -9.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,
215200,2024-02-04 17:14:19,40.4290054159178,-86.9292737697147,0,,,622.85853305483,0,0,0.050051182704,0.09738189288,26,5,0,622.85853305483,0,0,0.065956695024,0,0,0,5.6, -9.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,
215300,2024-02-04 17:14:19,40.4290053788675,-86.9292737228728,0,,,622.85853305483,0,0,0.035822507708,0.116143048336,26,5,0,622.85853305483,0,0,0.065956695024,0,0,0,5.7, -9.2, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 3. Setting new Maximum Flight Altitude to 120m (394 ft)"
215400,2024-02-04 17:14:19,40.4290054075672,-86.9292737083894,0,,,622.85853305483,0,0,1.50611553376,0.127359912212,26,5,0,622.85853305483,0,0,1.50611553376,0,0,0,5.6, -9.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.045,4.044,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,
215500,2024-02-04 17:14:19,40.4290054392437,-86.9292736958952,0,,,622.85853305483,0,0,1.49960306636,0.139426841732,26,5,0,622.85853305483,0,0,1.50611553376,0,0,0,5.5, -9.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,41,Motors_Started,
215600,2024-02-04 17:14:19,40.4290054310233,-86.9292736425688,0,,,622.85853305483,0,0,1.51158469404,0.154537734604,26,5,0,622.85853305483,0,0,1.51158469404,0,0,0,5.6, -9.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
215700,2024-02-04 17:14:19,40.4290054425299,-86.929273652822,0,,,622.85853305483,0,0,1.50654860464,0.159610569412,26,5,0,622.85853305483,0,0,1.51158469404,0,0,0,5.5, -9, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
215800,2024-02-04 17:14:19,40.4290054452038,-86.9292736723459,0,,,622.85853305483,0,0,1.5022474234,0.16511975594,26,5,0,622.85853305483,0,0,1.51158469404,0,0,0,4.9, -8.9, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
215900,2024-02-04 17:14:19,40.4290054669142,-86.9292737235312,0,,,622.85853305483,0,0,1.48694886648,0.181393378508,26,5,0,622.85853305483,0,0,1.51158469404,0,0,0,3.9, -7.7, -2,0,0,1024,1024,1024,1024,0,0,0,0,2.5,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
216000,2024-02-04 17:14:19,40.4290054917121,-86.9292738646638,0,,,622.85853305483,0,0.223694,1.4546588392,0.221620413916,26,5,0,622.85853305483,0,0.223694,1.51158469404,0,-0.223694,0,3.3, -1.9, -2,0,0,1024,1024,1024,1024,0,0,0,0,2.4,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
216100,2024-02-04 17:14:19,40.4290055589082,-86.9292740993776,0,,,622.85853305483,0,0.223694,1.39444230184,0.291264445016,26,5,0,622.85853305483,0,0.223694,1.51158469404,0,-0.447388,0,3.2, 2.8, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,2.3,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
216200,2024-02-04 17:14:20,40.429005585276,-86.9292744282907,0,,,622.85853305483,0,0.671082,1.33164702424,0.38311681016,26,5,0,622.85853305483,0,0.671082,1.51158469404,0,-0.671082,-0.223694,3.3, 1.4, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,2.2,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
216300,2024-02-04 17:14:20,40.4290055801366,-86.9292748420509,0,,,622.85853305483,0,0.671082,1.2696358674,0.49804463536,26,5,0,622.85853305483,0,0.671082,1.51158469404,0,-0.671082,-0.671082,3.5, 0.7, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,2.1,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
216400,2024-02-04 17:14:20,40.4290055237306,-86.9292752021183,0,,,622.85853305483,0,0.671082,1.23878284804,0.60014109532,26,5,0,622.85853305483,0,0.671082,1.51158469404,0,-0.671082,-1.11847,3.3, -0.3, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,2,0,0,88,4.009,4.009,0,0,0,0,0,71.06,622.85853305483,0,11,AutoTakeoff,
