,UpdateTime,AZ,EL,Range,Position_lat_,Position_lon_,Position_altMSL_,Speed,RadialVelocity,UUID,Label
8440,2023-11-16T14:46:07.828273Z,218.1567317,9.527082273,815.3583839,38.89056194,-86.8531216,366.0,20.95327568,-14.11265373,200549d5-d6db-45e9-bf53-228a88d50647,1
8441,2023-11-16T14:46:08.032292Z,218.3514091,9.55730835,812.8056021,38.89059546,-86.85312782,366.0,20.95327568,-14.05218029,200549d5-d6db-45e9-bf53-228a88d50647,1
8442,2023-11-16T14:46:08.236301Z,218.5944077,9.670246619,809.3576158,38.89064032,-86.85313213,367.0,20.50374031,-14.23620129,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8443,2023-11-16T14:46:08.440611Z,218.7960492,9.702332297,806.7086322,38.890675,-86.85313799,367.0,20.50374031,-14.18089104,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8444,2023-11-16T14:46:08.644815Z,219.0259957,9.741092634,803.5319413,38.89071561,-86.85314322,367.0,20.53152657,-14.4242115,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8445,2023-11-16T14:46:08.848930Z,219.2327424,9.774540186,800.8110048,38.89075112,-86.85314865,367.0,20.53152657,-14.36957073,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8446,2023-11-16T14:46:09.052734Z,219.4617483,9.743928081,797.3963425,38.89079203,-86.85315264,366.0,20.52598953,-14.5783453,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8447,2023-11-16T14:46:09.257190Z,219.6730336,9.778558097,794.6018701,38.89082831,-86.85315753,366.0,20.52598953,-14.5245018,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8448,2023-11-16T14:46:09.461195Z,219.9076425,9.896972575,791.0086247,38.8908732,-86.85315768,367.0,20.57576942,-14.76865101,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8449,2023-11-16T14:46:09.665388Z,220.1234313,9.933892754,788.100274,38.89091053,-86.85316166,367.0,20.57576942,-14.71530533,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8450,2023-11-16T14:46:09.869692Z,220.4212018,9.980739905,784.4410492,38.8909595,-86.85316938,367.0,21.08357048,-14.83972645,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8451,2023-11-16T14:46:10.073608Z,220.6480157,10.01920954,781.4618713,38.89099807,-86.85317346,367.0,21.08357048,-14.78096867,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8452,2023-11-16T14:46:10.277881Z,220.8428801,10.13590002,778.2423881,38.89103696,-86.85317032,368.0,21.14727783,-14.86633205,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8453,2023-11-16T14:46:10.499191Z,221.0692642,10.17605397,775.205818,38.89107578,-86.85317332,368.0,21.14727783,-14.80662155,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8454,2023-11-16T14:46:10.686706Z,221.1180527,10.22605263,771.4580901,38.89110546,-86.8531501,368.0,21.04820824,-14.93877029,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8455,2023-11-16T14:46:10.890402Z,221.3292901,10.26858571,768.2989195,38.89114379,-86.85314993,368.0,21.04820824,-14.88030052,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
8456,2023-11-16T14:46:11.094903Z,221.513437,10.3122517,765.082812,38.89118032,-86.85314596,368.0,21.28035355,-15.00444603,b7b2a7b7-12e3-475f-b4a5-15b1ee558097,1
